"certified","forum.posts","grade","assignment"
"yes",31,3,10
"yes",158,4,13
"yes",100,7,2
"no",15,6,14
"no",22,4,5
"yes",175,5,14
"yes",159,5,17
"no",1,6,18
"no",100,2,15
"yes",112,4,16
"yes",96,7,16
"no",8,4,17
"no",15,3,13
"yes",73,2,17
"yes",37,3,15
"no",59,3,1
"yes",18,3,11
"no",17,3,11
"yes",82,5,17
"yes",15,3,13
"yes",105,7,12
"yes",68,2,9
"no",18,3,16
"yes",151,5,16
"no",1,6,1
"yes",127,2,13
"yes",125,7,3
"yes",139,2,16
"yes",151,3,10
"yes",206,3,16
"yes",125,5,13
"yes",78,10,16
"yes",1,3,15
"yes",130,2,16
"yes",1,5,1
"yes",127,5,5
"no",81,2,16
"yes",2,3,13
"no",80,5,14
"yes",121,5,12
"yes",17,3,14
"yes",131,4,5
"yes",2,3,5
"yes",136,3,15
"no",105,2,12
"no",1,7,3
"yes",112,4,16
"yes",127,2,10
"yes",118,7,16
"yes",140,2,16
"yes",59,3,15
"yes",168,6,6
"yes",102,5,16
"yes",175,3,2
"yes",1,3,15
"yes",1,5,16
"yes",8,3,3
"yes",80,5,13
"yes",102,7,3
"yes",37,3,3
"yes",136,2,16
"no",177,5,8
"yes",31,4,16
"yes",2,6,16
"yes",1,5,17
"yes",120,4,17
"yes",59,4,16
"yes",2,4,16
"yes",78,5,12
"no",125,4,11
"no",15,3,1
"no",4,3,15
"no",9,4,14
"no",140,5,17
"yes",114,5,16
"yes",127,7,16
"yes",61,5,9
"yes",131,4,9
"no",81,4,16
"no",140,2,16
"yes",37,4,5
"no",128,2,12
"yes",71,4,16
"no",139,4,6
"yes",93,3,13
"yes",9,10,9
"no",4,4,2
"no",140,3,15
"yes",127,3,15
"yes",61,5,11
"yes",130,7,13
"yes",112,3,16
"yes",68,3,5
"no",72,5,13
"yes",151,5,16
"yes",120,5,9
"yes",168,3,15
"yes",20,3,1
"yes",113,5,17
"yes",68,2,15
"yes",148,4,18
"no",100,7,13
"yes",8,4,16
"no",168,5,3
"yes",157,5,8
"yes",114,6,12
"yes",131,2,15
"yes",2,5,8
"no",105,4,16
"no",61,2,15
"yes",51,9,9
"yes",18,7,16
"yes",96,5,5
"yes",2,7,15
"yes",51,2,16
"yes",42,2,9
"yes",9,7,9
"yes",158,5,8
"yes",168,3,8
"yes",8,5,3
"yes",97,3,16
"no",9,2,16
"yes",206,5,18
"yes",175,3,9
"no",157,3,13
"yes",118,3,13
"yes",82,3,16
"yes",125,7,13
"yes",9,5,17
"no",102,2,14
"yes",18,4,6
"yes",18,3,6
"yes",177,3,14
"yes",143,9,15
"yes",1,4,15
"no",15,4,12
"yes",36,4,17
"yes",87,4,15
"yes",1,3,13
"yes",1,4,17
"yes",1,6,8
"yes",61,2,16
"no",2,3,11
"yes",18,3,13
"yes",61,3,15
"yes",97,4,18
"yes",114,2,15
"yes",17,3,9
"no",2,3,16
"yes",2,5,11
"yes",68,4,12
"yes",1,4,6
"yes",71,2,3
"yes",2,4,14
"yes",72,4,15
"no",157,4,13
"yes",1,5,12
"yes",157,5,10
"no",37,3,17
"yes",97,2,1
"no",80,3,2
"yes",140,3,16
"yes",140,3,1
"yes",81,4,9
"no",61,5,12
"yes",73,3,15
"no",2,2,3
"yes",158,7,1
"yes",97,4,13
"yes",1,4,15
"yes",157,4,13
"yes",168,7,1
"yes",143,10,14
"yes",125,3,12
"yes",140,4,9
"yes",158,4,16
"no",73,4,12
"yes",1,5,16
"no",37,7,3
"no",1,5,12
"yes",131,5,10
"yes",139,3,1
"no",158,2,15
"yes",100,10,9
"no",140,3,11
"yes",140,3,13
"yes",81,3,17
"yes",87,5,15
"yes",17,3,13
"yes",2,2,9
"yes",206,5,16
"yes",96,4,6
"yes",27,3,13
"no",1,3,11
"yes",15,4,16
"yes",118,6,16
"no",159,3,13
"yes",51,3,13
"yes",159,2,13
"yes",18,4,18
"yes",206,4,13
"yes",120,3,16
"yes",15,6,9
"yes",127,9,16
"yes",136,5,14
"yes",118,3,14
"yes",2,3,17
"yes",128,3,14
"yes",148,3,15
"yes",52,7,13
"yes",91,2,2
"yes",114,5,13
"yes",68,5,12
"yes",11,4,5
"yes",143,7,16
"yes",91,5,17
"yes",120,3,17
"yes",1,5,15
"yes",42,5,8
"yes",120,5,8
"yes",139,2,15
"no",96,3,16
"yes",9,5,1
"yes",81,5,10
"yes",177,2,11
"yes",139,4,14
"yes",2,3,17
"yes",140,5,12
"no",4,5,14
"yes",158,3,16
"no",87,4,2
"no",36,5,11
"no",2,5,15
"yes",17,7,13
"yes",68,3,13
"no",175,3,1
"yes",15,5,16
"yes",20,4,1
"yes",130,3,12
"yes",8,4,16
"yes",8,6,17
"yes",120,3,17
"no",93,2,13
"yes",82,6,6
"yes",18,5,13
"yes",31,3,3
"no",9,2,2
"yes",22,3,9
"yes",158,10,13
"yes",139,2,9
"no",15,4,12
"yes",22,6,3
"no",139,3,16
"yes",1,4,5
"yes",80,4,13
"yes",2,5,13
"yes",18,5,3
"yes",35,5,2
"yes",177,4,9
"no",8,3,15
"yes",73,3,13
"no",37,4,15
"yes",93,2,9
"yes",4,3,13
"yes",140,4,16
"no",120,4,8
"yes",87,3,13
"yes",128,2,1
"no",78,4,9
"no",121,5,13
"yes",97,4,14
"yes",80,3,5
"yes",20,6,16
"yes",2,2,16
"no",2,3,13
"yes",120,6,16
"yes",81,7,11
"yes",93,3,13
"yes",36,7,2
"yes",42,4,16
"yes",127,3,13
"yes",120,2,16
"yes",97,10,12
"yes",1,3,9
"yes",87,5,12
"yes",52,4,16
"yes",1,3,17
"yes",97,5,17
"yes",127,5,3
"yes",22,4,16
"yes",131,3,18
"yes",121,7,13
"yes",87,2,1
"no",82,7,12
"yes",2,3,16
"yes",51,2,12
"yes",8,5,14
"yes",59,3,9
"yes",17,5,15
"yes",206,7,15
"no",118,3,3
"no",114,3,16
"no",151,4,13
"yes",157,3,18
"yes",35,7,14
"yes",42,2,16
"no",91,6,17
"no",128,2,2
"yes",87,5,15
"yes",81,3,17
"yes",159,4,14
"no",37,4,13
"no",1,3,16
"yes",139,6,16
"yes",2,5,14
"yes",157,10,3
"yes",72,5,16
"no",131,3,2
"no",31,4,1
"yes",31,3,16
"yes",1,2,13
"no",17,6,10
"yes",1,4,17
"yes",59,5,16
"yes",78,4,16
"yes",1,2,10
"yes",157,5,13
"yes",118,6,1
"no",168,3,13
"no",195,6,13
"no",27,9,17
"yes",112,2,12
"yes",128,3,5
"yes",8,5,13
"yes",80,5,12
"yes",1,3,14
"yes",31,3,1
"yes",112,3,16
"yes",125,5,10
"yes",113,10,15
"yes",120,3,12
"yes",158,5,18
"yes",42,3,11
"no",100,3,13
"yes",157,5,17
"yes",22,5,15
"yes",157,3,11
"yes",1,4,10
"yes",80,2,3
"no",96,3,5
"yes",118,7,3
"yes",72,3,13
"yes",168,4,8
"yes",125,3,17
"no",42,3,8
"yes",8,4,13
"yes",11,3,5
"no",157,2,6
"yes",128,3,15
"no",31,7,12
"yes",91,3,1
"no",18,3,14
"no",128,3,3
"yes",37,2,16
"yes",105,3,15
"no",121,3,16
"yes",80,6,13
"yes",15,4,11
"no",73,4,13
"no",143,3,16
"yes",139,4,17
"yes",151,2,6
"yes",73,2,14
"yes",42,2,2
"yes",131,10,14
"yes",87,3,15
"yes",158,5,5
"yes",151,4,12
"yes",178,3,6
"yes",96,3,16
"yes",78,2,15
"yes",42,5,13
"yes",68,5,13
"no",78,3,12
"yes",168,5,16
"yes",91,3,6
"yes",127,6,17
"yes",177,5,16
"yes",140,9,15
"yes",2,4,2
"yes",9,4,16
"no",18,10,15
"yes",61,5,17
"yes",31,2,12
"yes",59,4,6
"yes",105,5,8
"yes",100,5,6
"yes",26,5,16
"no",59,7,8
"no",1,4,11
"yes",157,4,9
"yes",120,5,16
"yes",59,3,16
"no",118,5,12
"yes",59,5,1
"yes",121,3,13
"yes",158,5,13
"yes",26,5,16
"yes",1,2,13
"yes",91,4,16
"yes",178,4,9
"yes",177,4,10
"no",42,3,13
"no",22,3,16
"yes",131,3,10
"yes",78,4,2
"no",114,3,16
"yes",195,2,2
"yes",11,2,10
"yes",78,4,12
"yes",26,3,11
"yes",59,2,11
"yes",131,3,11
"yes",140,5,15
"yes",143,3,11
"yes",51,4,16
"yes",61,3,15
"yes",139,4,12
"yes",158,2,12
"yes",131,3,16
"no",177,3,16
"yes",22,4,16
"no",15,3,15
"yes",140,3,9
"yes",1,5,3
"yes",128,4,8
"yes",118,3,10
"yes",102,3,14
"no",1,3,15
"yes",52,3,16
"yes",175,2,3
"yes",130,3,9
"no",159,7,17
"yes",1,5,13
"yes",72,5,6
"yes",1,3,13
"yes",59,4,16
"yes",148,3,1
"yes",11,3,12
"yes",158,3,16
"yes",158,3,14
"yes",140,10,12
"yes",20,4,14
"no",68,7,14
"yes",139,3,13
"yes",9,5,15
"no",206,4,10
"yes",151,3,8
"yes",157,9,6
"yes",206,3,16
"yes",61,2,12
"no",128,5,17
"yes",127,5,18
"yes",136,5,10
"yes",15,2,1
"yes",1,6,6
"yes",168,3,15
"yes",140,3,16
"yes",82,7,12
"yes",68,2,13
"yes",131,3,5
"no",36,7,3
"yes",1,7,15
"yes",87,4,13
"yes",2,10,3
"yes",102,4,8
"no",18,5,16
"yes",18,7,2
"yes",102,4,14
"no",27,2,17
"no",78,3,9
"yes",73,3,3
"yes",140,4,16
"yes",78,5,11
"yes",140,3,18
"yes",125,6,6
"yes",73,2,16
"yes",130,3,1
"yes",118,9,14
"yes",118,5,16
"yes",139,7,12
"yes",195,5,16
"yes",80,6,9
"no",37,5,10
"yes",2,5,10
"yes",35,3,5
"yes",178,5,9
"yes",158,3,13
"yes",151,3,13
"yes",100,10,2
"no",100,3,15
"yes",127,3,16
"yes",15,7,9
"yes",143,4,17
"yes",2,3,9
"yes",1,5,10
"yes",51,3,13
"yes",2,2,1
"yes",102,2,1
"yes",151,3,13
"no",61,3,2
"yes",1,3,16
"yes",1,5,8
"yes",140,3,16
"no",112,3,15
"yes",130,3,12
"yes",195,2,17
"yes",100,3,9
"yes",175,5,16
"yes",9,5,6
"yes",37,4,3
"yes",11,2,2
"yes",61,3,11
"yes",82,9,9
"yes",61,4,16
"yes",20,5,3
"yes",120,5,1
"yes",140,2,13
"yes",82,4,1
"no",2,3,14
"yes",72,3,5
"yes",158,3,16
"yes",130,5,17
"yes",195,3,16
"yes",35,4,13
"yes",136,6,11
"yes",151,3,1
"yes",100,2,13
"yes",61,5,14
"yes",114,4,16
"no",159,3,8
"yes",59,7,18
"yes",18,3,16
"no",15,5,16
"yes",118,2,8
"yes",15,2,15
"yes",120,2,2
"yes",121,3,6
"yes",130,4,13
"yes",120,2,9
"yes",93,3,1
"yes",15,3,13
"yes",130,3,17
"yes",78,3,12
"yes",139,4,1
"yes",127,2,12
"no",15,5,16
"yes",93,3,6
"yes",81,5,10
"yes",61,2,10
"yes",4,4,6
"yes",157,2,16
"yes",87,3,16
"yes",114,6,12
"yes",2,4,15
"yes",18,4,16
"no",17,2,16
"yes",158,5,17
"yes",125,4,16
"no",118,2,3
"no",114,4,13
"yes",121,7,14
"yes",1,3,1
"yes",80,3,8
"yes",195,3,1
"yes",131,5,13
"no",9,3,16
"yes",139,2,11
"yes",112,4,13
"yes",125,3,11
"yes",35,5,15
"yes",114,2,10
"yes",100,5,5
"yes",20,2,16
"no",175,3,1
"yes",4,3,13
"yes",1,4,15
"no",125,3,12
"yes",100,5,10
"no",9,4,1
"yes",93,7,6
"yes",178,3,16
"yes",26,5,10
"yes",59,4,13
"yes",114,2,13
"no",1,4,17
"no",61,5,8
"yes",36,6,6
"yes",8,3,1
"no",61,3,16
"no",71,9,16
"no",97,4,1
"yes",36,3,16
"yes",102,5,15
"yes",130,4,16
"yes",157,4,14
"yes",15,6,16
"yes",1,5,16
"yes",96,5,16
"yes",61,2,12
"yes",80,4,8
"yes",61,2,12
"no",195,7,15
"yes",178,2,13
"yes",178,4,15
"yes",35,5,13
"yes",61,3,3
"yes",139,4,16
"yes",59,4,15
"yes",68,6,3
"yes",42,4,13
"yes",1,6,3
"yes",18,4,1
"no",1,4,2
"yes",128,3,16
"yes",9,3,13
"yes",2,6,17
"yes",102,6,9
"yes",72,3,16
"yes",120,4,14
"yes",72,3,12
"yes",18,2,2
"no",114,3,13
"yes",178,5,6
"yes",1,2,13
"no",81,3,1
"no",51,7,2
"yes",113,3,10
"no",72,3,10
"yes",80,4,10
"yes",93,3,16
"yes",140,2,12
"yes",121,2,1
"no",195,4,1
"yes",136,5,14
"yes",15,5,16
"yes",72,4,2
"no",158,4,9
"yes",15,3,16
"yes",36,2,13
"yes",175,4,6
"yes",140,2,17
"yes",18,4,13
"yes",175,7,16
"no",61,3,10
"yes",9,2,12
"yes",118,4,10
"yes",140,4,14
"yes",15,4,16
"yes",36,4,18
"yes",113,3,9
"yes",2,3,16
"yes",177,5,3
"yes",148,4,16
"no",206,3,10
"yes",82,4,15
"yes",9,2,16
"yes",206,4,10
"no",1,5,16
"no",22,7,10
"yes",87,5,13
"no",158,5,15
"no",1,5,1
"yes",121,6,17
"yes",151,5,3
"yes",52,2,2
"yes",8,5,9
"yes",140,3,13
"no",26,5,8
"no",59,3,13
"yes",120,3,2
"yes",131,5,13
"yes",158,3,13
"yes",1,5,8
"no",2,4,18
"yes",73,4,15
"yes",175,4,6
"yes",130,3,1
"yes",158,4,3
"yes",37,2,16
"yes",143,7,9
"yes",11,2,13
"yes",140,3,9
"no",97,2,16
"yes",4,3,13
"yes",1,5,6
"yes",18,6,16
"yes",73,4,9
"yes",140,4,13
"yes",31,3,5
"yes",73,5,13
"yes",1,3,16
"yes",8,6,2
"yes",18,2,3
"yes",31,5,16
"yes",131,2,5
"yes",114,3,13
"no",120,2,5
"yes",120,3,17
"no",17,6,15
"yes",127,6,16
"no",157,2,16
"yes",114,3,17
"yes",15,3,16
"no",130,7,5
"yes",100,4,9
"no",18,3,14
"yes",1,7,9
"no",52,3,11
"yes",52,5,13
"yes",112,5,6
"yes",143,5,12
"yes",130,3,6
"yes",2,4,2
"no",35,4,10
"no",113,2,9
"no",4,3,9
"no",26,3,13
"yes",81,2,2
"yes",125,3,16
"no",159,2,15
"yes",2,4,15
"yes",157,4,10
"yes",68,2,6
"yes",175,2,13
"yes",18,3,11
"yes",177,5,16
"yes",68,3,16
"yes",168,4,10
"yes",121,2,13
"no",175,4,14
"yes",61,3,6
"yes",130,4,18
"yes",158,3,9
"yes",157,5,1
"yes",118,3,15
"yes",128,3,15
"no",1,5,13
"yes",81,4,11
"no",73,3,1
"yes",120,2,11
"yes",131,3,15
"no",177,2,11
"no",157,2,10
"yes",93,4,14
"yes",140,4,15
"no",130,3,10
"yes",2,3,16
"yes",96,4,17
"no",93,3,16
"yes",140,3,16
"yes",97,5,8
"yes",72,3,1
"yes",121,4,12
"yes",125,5,14
"no",1,5,16
"yes",140,2,9
"no",61,7,17
"yes",51,6,16
"yes",1,4,16
"yes",143,5,11
"yes",71,2,15
"yes",130,3,10
"yes",61,2,6
"yes",159,4,1
"yes",148,4,5
"no",120,5,17
"yes",175,5,6
"yes",105,5,3
"yes",158,4,2
"yes",97,7,16
"yes",175,3,16
"yes",1,4,13
"yes",20,2,3
"yes",100,3,14
"yes",158,2,17
"yes",139,3,3
"no",20,5,6
"yes",15,2,16
"no",61,4,16
"no",80,2,14
"yes",131,3,13
"yes",87,3,15
"no",158,4,12
"yes",78,4,11
"yes",1,3,15
"yes",68,4,15
"no",80,2,17
"yes",175,7,14
"yes",159,2,16
"yes",4,4,11
"no",178,3,16
"no",143,4,1
"yes",2,5,3
"yes",96,3,3
"yes",78,5,16
"yes",2,5,3
"yes",17,3,12
"yes",35,2,13
"yes",2,5,11
"yes",118,4,13
"yes",1,6,3
"yes",73,5,1
"yes",1,4,14
"yes",143,5,15
"yes",80,3,17
"yes",158,2,12
"yes",72,7,14
"yes",37,2,12
"yes",158,2,15
"no",158,3,16
"yes",59,4,11
"yes",31,3,1
"yes",175,7,16
"no",158,5,14
"yes",15,2,6
"yes",91,5,11
"yes",140,2,10
"yes",177,4,13
"yes",31,5,13
"yes",15,3,17
"yes",120,4,17
"yes",177,5,16
"yes",4,3,12
"yes",130,3,13
"yes",1,7,13
"yes",139,5,16
"yes",2,2,2
"yes",140,3,9
"yes",80,2,13
"yes",37,3,5
"yes",102,5,11
"no",113,4,13
"yes",9,5,16
"yes",206,5,1
"yes",143,3,16
"yes",71,3,8
"yes",128,5,11
"yes",72,4,13
"yes",2,4,13
"yes",121,2,2
"yes",139,4,1
"yes",18,3,16
"yes",158,5,5
"yes",82,3,8
"yes",59,4,16
"yes",26,3,16
"yes",151,5,6
"yes",127,2,3
"yes",100,2,12
"yes",71,2,15
"yes",82,3,16
"yes",112,4,17
"no",178,3,1
"yes",125,4,15
"yes",97,5,2
"yes",2,2,12
"no",17,5,5
"yes",1,4,12
"yes",114,4,13
"yes",112,2,16
"yes",195,2,1
"yes",18,5,16
"yes",17,6,14
"no",114,4,3
"yes",96,2,14
"no",148,10,1
"yes",143,4,14
"yes",127,4,16
"yes",87,3,14
"no",15,2,16
"yes",15,4,16
"yes",112,3,13
"no",158,5,16
"yes",93,4,9
"no",18,3,16
"yes",1,4,14
"yes",120,3,13
"yes",158,6,9
"yes",93,6,5
"yes",1,3,14
"yes",61,3,10
"yes",131,5,1
"yes",51,7,13
"yes",105,3,16
"yes",1,3,1
"yes",139,4,5
"yes",120,9,9
"yes",9,4,1
"yes",143,2,16
"yes",11,5,6
"no",139,5,1
"no",37,4,14
"yes",139,2,10
"yes",87,5,12
"yes",1,2,13
"yes",136,6,13
"yes",26,2,3
"yes",157,5,16
"no",59,5,16
"no",68,3,16
"yes",11,4,16
"yes",97,2,13
"yes",37,6,8
"yes",52,5,15
"no",140,4,13
"yes",97,3,16
"yes",37,5,16
"yes",26,4,12
"no",42,7,14
"no",128,5,13
"yes",131,5,8
"yes",8,7,9
"yes",2,2,11
"yes",112,4,8
"yes",18,5,15
"yes",80,4,13
"yes",120,5,16
"yes",51,6,16
"yes",143,5,13
"yes",42,4,12
"yes",4,3,13
"yes",139,3,14
"yes",118,2,13
"yes",168,5,11
"yes",2,9,14
"yes",42,5,10
"no",15,7,15
"yes",61,5,1
"yes",17,3,6
"yes",140,3,14
"yes",2,5,13
"yes",112,5,5
"no",59,5,8
"yes",143,2,11
"yes",195,6,2
"no",68,5,8
"no",72,3,10
"yes",27,5,12
"no",121,3,18
"yes",158,4,16
"yes",175,3,2
"yes",127,4,12
"yes",73,5,1
"no",61,3,17
"yes",61,4,16
"yes",9,7,17
"yes",18,7,17
"yes",1,4,13
"no",20,3,13
"yes",59,3,13
"no",20,3,12
"yes",1,5,16
"yes",143,4,13
"yes",120,2,12
"no",1,3,6
"no",4,3,18
"no",130,4,16
"yes",140,4,15
"yes",1,5,10
"yes",130,3,13
"no",168,7,13
"no",97,3,12
"no",36,5,17
"yes",120,5,15
"yes",105,5,5
"yes",93,4,13
"yes",26,5,1
"yes",140,6,8
"yes",118,2,3
"yes",130,3,13
"yes",15,6,11
"yes",140,3,13
"yes",15,5,16
"yes",131,5,13
"yes",96,3,3
"yes",59,2,5
"yes",52,5,15
"yes",73,4,13
"yes",130,6,8
"no",73,3,15
"yes",118,4,15
"yes",128,5,13
"no",175,3,16
"yes",72,4,8
"yes",8,3,16
"yes",130,3,11
"yes",118,5,15
"yes",121,3,12
"yes",206,7,2
"yes",131,5,13
"yes",87,2,14
"yes",1,4,6
"yes",26,7,17
"yes",102,5,16
"yes",26,5,18
"yes",127,5,6
"yes",140,4,2
"yes",42,3,12
"yes",80,2,16
"yes",42,5,14
"no",157,3,15
"yes",52,5,13
"yes",9,4,10
"yes",139,3,15
"yes",131,5,15
"yes",8,3,13
"no",22,4,15
"no",87,4,16
"yes",136,5,13
"yes",136,3,12
"yes",91,4,14
"yes",102,5,13
"yes",143,3,2
"yes",148,3,13
"yes",105,2,1
"yes",140,6,12
"yes",125,2,6
"yes",158,3,15
"yes",2,7,15
"yes",120,5,14
"no",1,3,16
"yes",8,3,15
"yes",125,9,15
"yes",87,3,16
"yes",112,3,13
"yes",102,4,8
"yes",82,4,5
"yes",91,7,2
"yes",18,5,14
"no",17,7,9
"yes",1,2,16
"yes",1,6,3
"yes",175,7,14
"yes",195,3,14
"yes",168,4,10
"no",100,3,17
"yes",158,5,15
"no",131,2,10
"yes",2,3,13
"yes",120,9,16
"yes",158,2,2
"no",127,4,1
"yes",15,3,3
"yes",118,5,15
"yes",100,7,3
"yes",96,2,13
"yes",112,3,5
"yes",112,3,17
"yes",61,10,16
"yes",35,7,15
"yes",18,4,3
"yes",78,5,9
"yes",52,4,1
"yes",136,3,16
"yes",31,6,17
"yes",130,5,14
"no",121,3,13
"yes",136,4,14
"no",31,5,14
"yes",51,4,16
"yes",151,3,13
"yes",61,2,13
"yes",1,3,1
"yes",91,4,10
"yes",15,3,16
"yes",139,4,12
"yes",121,5,14
"yes",82,5,6
"yes",118,4,11
"yes",15,2,9
"yes",2,3,13
"yes",35,4,13
"yes",18,2,12
"yes",139,2,16
"no",87,3,13
"yes",51,3,9
"yes",87,5,17
"no",52,5,16
"yes",35,5,16
"yes",81,5,13
"yes",114,5,13
"yes",22,7,13
"yes",9,3,16
"yes",82,3,15
"yes",61,2,12
"no",113,6,1
"no",96,5,13
"yes",120,3,15
"yes",61,3,17
"no",131,2,16
"yes",168,2,12
"yes",118,3,10
"no",78,3,14
"no",17,6,16
"yes",87,4,5
"yes",100,3,15
"yes",37,3,14
"no",120,7,5
"no",4,5,16
"yes",15,4,12
"yes",80,3,17
"no",139,5,16
"yes",2,3,14
"yes",139,3,1
"yes",35,5,10
"yes",80,7,15
"yes",51,3,3
"no",120,3,16
"yes",113,4,13
"yes",2,3,2
"yes",18,3,3
"yes",20,5,17
"yes",4,9,10
"yes",18,3,8
"yes",143,2,1
"yes",168,3,2
"yes",1,3,15
"no",148,5,1
"yes",61,6,5
"yes",20,5,13
"yes",120,2,8
"yes",140,3,12
"yes",61,5,16
"no",42,2,16
"yes",61,2,11
"yes",1,2,9
"no",118,4,9
"yes",118,3,16
"yes",68,4,16
"yes",72,4,6
"yes",140,3,14
"yes",37,3,13
"yes",27,9,6
"no",175,2,8
"yes",78,5,11
"yes",87,4,12
"yes",2,7,1
"yes",118,3,16
"yes",125,2,14
"yes",8,3,16
"yes",42,4,15
"yes",9,4,2
"yes",96,4,16
"yes",158,3,9
"yes",114,5,16
"yes",35,2,15
"no",15,3,2
"no",20,6,1
"no",120,5,17
"yes",61,4,6
"yes",1,4,16
"yes",1,4,15
"yes",15,4,1
"yes",143,5,11
"yes",139,6,16
"yes",15,4,9
"yes",175,4,17
"yes",18,4,13
"yes",80,4,1
"yes",51,10,16
"yes",139,4,16
"yes",1,5,6
"yes",18,7,1
"yes",1,3,9
"yes",18,5,13
"yes",22,3,16
"yes",157,5,8
"yes",102,3,13
"yes",18,7,3
"yes",1,7,15
"no",148,6,9
"yes",195,9,10
"yes",51,2,12
"yes",2,3,13
"yes",113,3,8
"yes",31,4,8
"yes",27,3,15
"yes",178,10,17
"no",127,5,14
"yes",61,4,12
"no",80,7,17
"yes",31,4,3
"yes",157,5,13
"yes",195,3,15
"no",26,3,1
"yes",1,7,2
"yes",68,10,13
"yes",130,2,6
"yes",97,4,16
"yes",125,3,16
"yes",120,10,17
"no",78,2,15
"yes",8,5,10
"yes",80,3,5
"yes",73,5,13
"yes",118,7,10
"no",125,3,16
"yes",1,7,13
"yes",68,4,5
"yes",91,5,3
"yes",140,2,11
"no",121,5,16
"yes",143,2,12
"yes",22,4,11
"no",113,5,14
"no",20,3,13
"yes",120,3,16
"yes",15,3,13
"yes",36,3,16
"yes",1,4,14
"yes",71,5,14
"yes",73,5,11
"yes",87,5,16
"yes",9,5,16
"no",120,4,13
"yes",113,3,13
"yes",71,3,6
"yes",1,2,1
"yes",158,3,13
"yes",42,3,16
"no",61,5,16
"no",120,3,16
"yes",143,4,16
"yes",27,3,9
"yes",131,5,12
"yes",82,5,3
"no",9,3,1
"yes",22,5,11
"yes",140,5,8
"yes",27,5,1
"yes",151,4,15
"yes",61,7,12
"yes",195,5,16
"no",11,2,16
"no",206,3,15
"yes",82,4,16
"yes",177,3,16
"no",130,7,3
"no",118,4,12
"no",31,4,16
"yes",113,7,8
"yes",120,5,16
"yes",2,4,16
"yes",52,6,13
"yes",61,5,14
"yes",139,3,16
"no",97,3,16
"yes",151,3,16
"no",143,6,13
"yes",51,3,13
"yes",4,3,15
"no",72,3,18
"yes",140,2,17
"no",61,7,16
"yes",139,4,5
"yes",206,7,16
"no",59,4,17
"yes",15,3,8
"yes",148,2,15
"yes",177,2,16
"yes",68,6,3
"yes",1,3,9
"yes",177,2,14
"yes",61,5,15
"yes",18,4,6
"yes",130,5,16
"yes",93,2,15
"yes",151,4,16
"yes",2,4,17
"yes",68,3,8
"yes",112,4,16
"yes",1,5,16
"yes",168,5,16
"no",26,5,11
"no",52,7,16
"no",1,2,10
"yes",18,7,6
"yes",140,2,13
"yes",118,6,1
"no",128,5,16
"yes",157,5,16
"yes",112,5,15
"no",102,5,14
"no",36,3,9
"yes",102,4,6
"yes",61,4,17
"no",195,5,13
"yes",195,5,17
"no",20,5,12
"yes",8,6,11
"no",158,5,13
"yes",118,3,1
"yes",1,2,13
"no",73,4,3
"yes",9,4,16
"yes",159,5,15
"yes",22,3,14
"yes",114,4,16
"no",82,10,13
"yes",120,4,10
"no",78,3,3
"yes",112,7,13
"no",2,3,5
"yes",118,4,15
"yes",125,2,1
"yes",2,5,6
"yes",206,3,1
"yes",118,4,15
"no",112,2,16
"yes",128,5,8
"yes",9,4,14
"no",18,3,6
"yes",9,5,13
"yes",20,7,14
"yes",1,2,16
"no",157,3,1
"no",35,5,11
"yes",127,4,16
"no",52,4,13
"no",151,3,16
"yes",125,3,16
"yes",78,2,16
"yes",61,5,6
"no",131,5,13
"yes",168,4,16
"yes",120,3,10
"yes",113,2,16
"yes",159,2,15
"no",178,4,16
"no",2,5,13
"no",125,2,1
"yes",18,4,15
"yes",1,5,16
"yes",168,4,16
"yes",125,4,14
"yes",80,3,1
"yes",42,10,16
"yes",120,5,6
"yes",1,3,13
"yes",59,5,9
"yes",96,7,8
"yes",140,4,13
"yes",121,3,14
"yes",72,6,16
"yes",178,5,13
"yes",1,2,16
"yes",2,7,17
"yes",61,4,1
"no",105,5,13
"yes",178,3,17
"yes",17,5,14
"yes",17,4,3
"no",22,4,15
"no",52,3,17
"yes",97,3,17
"yes",206,3,14
"yes",31,3,17
"yes",195,4,1
"yes",158,3,5
"yes",120,3,5
"yes",17,4,1
"no",9,5,2
"no",59,7,13
"yes",175,2,12
"yes",37,4,16
"no",61,3,15
"yes",105,3,16
"no",72,4,16
"no",81,3,16
"yes",120,4,10
"yes",151,3,16
"yes",26,3,11
"yes",93,5,9
"yes",140,2,2
"no",168,4,16
"yes",9,5,11
"yes",81,5,13
"yes",158,5,5
"yes",27,5,16
"no",136,5,1
"yes",105,4,6
"yes",93,4,8
"yes",131,3,12
"yes",87,6,16
"yes",118,4,12
"no",158,2,3
"no",37,3,9
"yes",31,5,13
"yes",157,3,6
"yes",118,4,1
"yes",37,4,15
"yes",8,5,10
"yes",9,3,18
"no",175,2,16
"yes",68,3,17
"yes",8,3,17
"yes",4,5,17
"yes",158,3,10
"no",1,4,15
"yes",1,5,12
"yes",18,2,3
"yes",140,4,16
"yes",9,7,13
"yes",20,5,8
"yes",51,4,15
"yes",9,6,6
"yes",148,4,13
"no",26,3,17
"no",140,2,16
"yes",168,5,16
"yes",2,3,16
"yes",140,2,16
"yes",2,2,9
"yes",118,4,16
"no",206,4,9
"yes",175,3,13
"no",177,4,2
